Date,Open,High,Low,Close,Volume
16-Nov-16,158.46,159.55,158.03,159.29,2252806
14-Nov-16,161.25,161.86,157.58,158.21,5196498
11-Nov-16,159.97,161.34,159.33,161.27,4446630
10-Nov-16,157.66,161.16,157.59,160.22,7715807
9-Nov-16,152.96,155.56,151.00,154.81,5403688
8-Nov-16,154.56,155.93,153.06,155.17,3921944
7-Nov-16,153.99,156.11,153.84,155.72,3706214
4-Nov-16,152.40,153.64,151.87,152.43,2470368
3-Nov-16,152.51,153.74,151.80,152.37,2878803
2-Nov-16,152.48,153.34,151.67,151.95,3074438
1-Nov-16,153.50,153.91,151.74,152.79,3191924
31-Oct-16,152.76,154.33,152.76,153.69,3553172
28-Oct-16,154.05,154.44,152.18,152.61,3654496
27-Oct-16,152.82,154.06,152.02,153.35,4229336
26-Oct-16,150.71,152.94,150.26,151.81,2811728
25-Oct-16,150.69,151.16,149.83,150.88,2647487
24-Oct-16,150.40,151.52,150.40,150.57,2666740
21-Oct-16,150.58,151.15,149.56,149.63,4414206
20-Oct-16,151.28,152.90,151.02,151.52,4023103
19-Oct-16,151.27,152.45,150.83,151.26,4632854
18-Oct-16,150.02,151.00,147.79,150.72,12770570
17-Oct-16,154.45,155.89,154.34,154.77,5890421
14-Oct-16,154.47,155.53,154.09,154.45,4358197
13-Oct-16,153.70,154.22,152.27,153.72,2909948
12-Oct-16,154.97,154.97,153.08,154.29,2963968
11-Oct-16,156.73,156.95,153.89,154.79,2901326
10-Oct-16,156.71,158.49,156.66,157.02,2481288
7-Oct-16,157.14,157.70,154.86,155.67,2671852
6-Oct-16,156.84,157.43,155.89,156.88,1950106
5-Oct-16,157.07,157.83,156.72,157.08,1684458
4-Oct-16,157.67,158.53,155.82,156.46,2884146
3-Oct-16,158.06,158.37,157.02,157.61,2227800
30-Sep-16,158.90,159.84,158.06,158.85,3596878
29-Sep-16,158.63,165.00,157.46,158.11,3374838
28-Sep-16,156.99,158.62,156.23,158.29,3310008
27-Sep-16,154.32,156.77,153.81,156.77,2987195
26-Sep-16,154.46,154.46,153.46,153.98,2533325
23-Sep-16,155.62,156.04,154.71,154.98,2702153
22-Sep-16,156.15,157.22,155.69,156.11,2691115
21-Sep-16,154.91,155.68,153.87,155.53,2473895
20-Sep-16,155.87,156.57,154.45,154.45,2159092
19-Sep-16,154.87,156.19,154.55,154.87,2450117
16-Sep-16,155.04,155.40,153.47,153.84,6463644
15-Sep-16,154.30,156.33,153.21,155.66,3662573
14-Sep-16,155.70,155.87,153.39,154.05,3860553
13-Sep-16,157.63,157.93,155.50,155.81,3636719
12-Sep-16,155.26,158.53,154.84,158.29,4367529
9-Sep-16,158.03,158.40,155.65,155.69,5185972
8-Sep-16,160.55,161.21,158.76,159.00,3963164
7-Sep-16,160.19,161.76,160.00,161.64,2867257
6-Sep-16,159.88,160.86,159.11,160.35,2994056
2-Sep-16,159.88,160.57,159.15,159.55,2315366
1-Sep-16,158.32,159.62,158.10,159.54,2358385
31-Aug-16,159.66,159.66,158.26,158.88,2323649
30-Aug-16,159.76,160.15,158.81,159.40,1813343
29-Aug-16,158.83,160.21,158.50,159.72,2475879
26-Aug-16,158.88,160.44,157.85,158.32,2498909
25-Aug-16,159.00,159.54,158.42,158.63,2575023
24-Aug-16,159.89,160.18,158.32,159.05,3645837
23-Aug-16,160.33,161.34,160.23,160.26,2838137
22-Aug-16,160.00,160.57,159.13,160.00,2039331
19-Aug-16,160.84,160.91,159.52,160.04,2815184
18-Aug-16,160.89,162.00,160.44,161.36,3652013
17-Aug-16,160.97,161.16,159.84,160.44,3225919
16-Aug-16,161.11,161.93,160.69,160.70,2210229
15-Aug-16,162.40,162.97,161.78,161.88,2970415
12-Aug-16,163.19,163.46,161.52,161.95,2543079
11-Aug-16,162.25,164.95,162.18,163.53,8768585
10-Aug-16,162.19,162.66,161.96,162.08,2466675
9-Aug-16,162.22,162.77,161.64,161.77,2737530
8-Aug-16,162.73,163.27,161.58,162.04,3039306
5-Aug-16,162.00,163.51,161.57,163.50,3812370
4-Aug-16,160.86,161.70,160.12,161.55,2489068
3-Aug-16,160.13,160.86,159.80,160.67,2861659
2-Aug-16,161.27,161.45,160.36,160.58,3080899
1-Aug-16,160.65,161.65,159.84,161.45,2823588
29-Jul-16,161.36,161.67,160.03,160.62,3547546
28-Jul-16,161.38,161.81,160.71,161.37,2340369
27-Jul-16,162.12,162.57,161.18,161.83,2162680
26-Jul-16,162.65,163.60,161.37,162.12,2894559
25-Jul-16,162.00,162.88,161.75,162.65,2804578
22-Jul-16,160.78,162.17,160.48,162.07,2520077
21-Jul-16,160.75,161.85,159.89,160.45,4048975
20-Jul-16,159.97,161.71,159.60,161.36,4376286
19-Jul-16,161.78,162.14,157.89,159.58,7120017
18-Jul-16,159.30,160.75,158.73,159.86,6729685
15-Jul-16,159.90,159.98,158.50,159.78,4476810
14-Jul-16,158.81,161.40,158.58,160.28,4637644
13-Jul-16,157.75,158.34,157.06,158.02,2746439
12-Jul-16,156.00,157.12,155.52,157.04,3843793
11-Jul-16,154.60,156.04,154.50,155.33,2833712
8-Jul-16,154.00,154.60,153.08,154.46,3040593
7-Jul-16,152.75,153.69,151.89,152.60,2138421
6-Jul-16,151.85,152.41,149.92,152.37,2569393
5-Jul-16,151.19,152.00,150.76,151.68,2465240
1-Jul-16,152.19,152.97,151.40,152.35,2658280
30-Jun-16,148.86,151.91,148.67,151.78,3967126
29-Jun-16,146.50,148.48,146.45,148.46,3367736
28-Jun-16,144.78,145.73,144.22,145.70,3997694
27-Jun-16,146.18,146.60,142.50,143.50,5166665
24-Jun-16,149.97,150.61,146.18,146.59,9082793
23-Jun-16,153.45,155.48,152.60,155.35,3969369
22-Jun-16,153.75,154.71,152.27,152.92,2833664
21-Jun-16,154.16,154.57,153.69,154.05,2760344
20-Jun-16,152.60,154.67,152.52,153.61,3572102
17-Jun-16,150.96,152.72,150.60,151.99,4663870
16-Jun-16,150.19,151.30,149.00,151.06,2449064
15-Jun-16,151.46,151.79,150.60,150.68,2260406
14-Jun-16,151.28,151.79,150.40,151.06,2865833
13-Jun-16,151.63,152.50,150.28,151.28,3610407
10-Jun-16,152.79,153.33,151.86,152.37,3120563
9-Jun-16,152.92,153.76,152.73,153.42,2021796
8-Jun-16,153.53,154.09,153.04,154.00,2935036
7-Jun-16,153.31,153.93,152.66,153.33,4464985
6-Jun-16,153.09,153.95,152.34,152.73,2378662
3-Jun-16,152.40,153.04,151.70,152.89,2328256
2-Jun-16,152.59,153.50,152.12,153.50,2642601
1-Jun-16,153.00,153.27,151.54,152.51,2663419
31-May-16,152.56,153.81,152.27,153.74,5836645
27-May-16,152.35,152.93,152.15,152.84,2456289
26-May-16,151.55,152.51,151.05,152.44,3042788
25-May-16,148.93,152.09,148.50,151.69,4347009
24-May-16,146.88,148.75,146.88,148.31,2827106
23-May-16,147.61,147.95,146.66,146.77,2088554
20-May-16,145.71,147.51,145.55,147.25,3576766
19-May-16,146.48,146.93,143.96,144.93,3618752
18-May-16,147.99,148.52,146.36,147.34,2482097
17-May-16,149.21,149.50,147.29,148.00,3489779
16-May-16,147.65,149.99,147.44,149.46,3061873
13-May-16,148.79,149.86,147.42,147.72,2372098
12-May-16,149.21,149.39,147.11,148.84,3247675
11-May-16,149.71,151.09,148.74,148.95,3075213
10-May-16,148.24,150.04,147.74,149.97,3982554
9-May-16,147.70,148.20,147.01,147.34,4298800
6-May-16,144.86,147.97,144.47,147.29,4882514
5-May-16,145.95,147.30,145.45,146.47,6492015
4-May-16,143.36,145.00,143.31,144.25,2575776
3-May-16,144.65,144.90,142.90,144.13,3558829
2-May-16,146.56,147.00,144.43,145.27,3499020
29-Apr-16,146.49,147.34,144.19,145.94,4217744
28-Apr-16,149.75,150.18,146.72,147.07,3771853
27-Apr-16,149.35,150.78,148.97,150.47,3086611
26-Apr-16,148.65,149.79,147.90,149.08,2978004
25-Apr-16,148.16,148.90,147.11,148.81,2845511
22-Apr-16,149.44,151.00,147.50,148.50,5190627
21-Apr-16,146.58,150.12,146.46,149.30,5992604
20-Apr-16,144.24,147.20,144.00,146.11,6721442
19-Apr-16,146.47,146.95,142.61,144.00,13149148
18-Apr-16,151.75,153.14,151.49,152.53,5911265
15-Apr-16,151.04,152.10,150.96,151.72,3526272
14-Apr-16,151.50,152.76,150.38,151.16,3163867
13-Apr-16,150.75,151.23,149.63,151.23,3167304
12-Apr-16,149.61,150.11,148.58,149.63,3592693
11-Apr-16,150.26,151.95,149.22,149.25,3832395
8-Apr-16,149.06,149.99,148.12,149.35,3293391
7-Apr-16,149.07,149.60,148.00,148.25,3651838
6-Apr-16,149.90,150.15,147.81,150.02,4179157
5-Apr-16,151.43,151.60,149.65,150.00,3334931
4-Apr-16,152.34,153.52,151.91,152.07,3901552
1-Apr-16,150.51,152.96,150.25,152.52,3919972
31-Mar-16,149.79,153.10,149.36,151.45,6775712
30-Mar-16,149.95,150.41,148.32,148.41,3324850
29-Mar-16,147.59,149.76,147.50,149.33,3127103
28-Mar-16,147.75,148.65,147.23,148.40,3260841
24-Mar-16,144.98,148.22,144.49,147.95,5042895
23-Mar-16,148.00,148.03,145.13,145.40,4753828
22-Mar-16,148.06,149.28,147.84,148.10,4054809
21-Mar-16,147.30,148.71,146.72,148.63,3714259
18-Mar-16,147.40,147.51,145.51,147.09,12081614
17-Mar-16,144.78,147.32,144.45,147.04,5820336
16-Mar-16,142.62,144.88,142.11,144.79,4200019
15-Mar-16,141.74,143.33,141.54,142.96,3707538
14-Mar-16,142.01,143.19,141.04,142.78,4047559
11-Mar-16,141.73,142.92,140.51,142.36,4354954
10-Mar-16,141.24,141.47,138.09,140.19,4018224
9-Mar-16,139.31,142.17,139.23,140.41,4378456
8-Mar-16,139.71,140.35,137.42,139.07,5539956
7-Mar-16,137.28,140.51,136.87,140.15,5161376
4-Mar-16,137.54,139.42,137.02,137.80,3966935
3-Mar-16,137.22,137.96,136.07,137.80,5146815
2-Mar-16,133.70,137.44,133.22,136.30,5168887
1-Mar-16,132.24,134.64,132.03,134.37,3786328
29-Feb-16,132.00,133.36,130.90,131.03,4376341
26-Feb-16,134.51,134.92,131.95,132.03,4383322
25-Feb-16,133.29,134.51,130.88,134.50,4354669
24-Feb-16,131.55,133.49,129.68,132.80,4087400
23-Feb-16,133.14,133.41,132.01,132.40,3372962
22-Feb-16,133.84,134.31,132.41,133.77,4441519
19-Feb-16,132.36,133.65,130.84,133.08,5117316
18-Feb-16,130.00,134.00,129.75,132.45,9925974
17-Feb-16,123.71,126.57,123.25,126.10,4814894
16-Feb-16,121.83,123.09,121.34,122.74,4027818
12-Feb-16,119.26,121.05,118.35,121.04,4921506
11-Feb-16,118.78,119.66,116.90,117.85,7236058
10-Feb-16,125.00,125.29,119.84,120.19,6436823
9-Feb-16,126.12,126.93,123.77,124.07,5923690
8-Feb-16,126.00,127.51,124.13,126.98,7255939
5-Feb-16,127.22,128.64,125.85,128.57,7155806
4-Feb-16,125.08,128.50,125.00,127.65,5240258
3-Feb-16,123.99,125.45,122.45,124.72,6222759
2-Feb-16,123.67,124.14,122.64,122.94,3279196
1-Feb-16,124.40,125.29,123.71,124.83,3570810
29-Jan-16,123.28,124.79,122.96,124.79,8208826
28-Jan-16,121.26,122.83,121.01,122.22,3942349
27-Jan-16,122.73,123.37,120.65,120.96,4999341
26-Jan-16,122.25,123.61,122.24,122.59,4613756
25-Jan-16,122.10,124.23,121.64,122.08,5427835
22-Jan-16,124.67,124.74,121.77,122.50,9237033
21-Jan-16,121.30,125.10,120.58,122.91,8845201
20-Jan-16,118.46,123.99,118.00,121.86,16133787
19-Jan-16,130.11,132.10,128.06,128.11,9703914
15-Jan-16,130.01,130.88,128.87,130.03,8942710
14-Jan-16,131.93,133.79,131.22,132.91,5708301
13-Jan-16,133.50,134.28,131.10,131.17,4675089
12-Jan-16,133.65,133.78,131.13,132.90,5078678
11-Jan-16,131.81,133.82,131.76,133.23,4974436
8-Jan-16,133.18,133.82,131.32,131.63,4762706
7-Jan-16,133.70,135.02,132.43,132.86,7025760
6-Jan-16,134.38,135.58,133.62,135.17,4310939
5-Jan-16,136.76,136.89,134.85,135.85,3924793
4-Jan-16,135.60,135.97,134.24,135.95,5208900
31-Dec-15,139.07,139.10,137.57,137.62,3462077
30-Dec-15,139.58,140.44,139.22,139.34,2989367
29-Dec-15,138.25,140.06,138.20,139.78,3943691
28-Dec-15,137.74,138.04,136.54,137.61,3143412
24-Dec-15,138.43,138.88,138.11,138.25,1495226
23-Dec-15,138.30,139.30,138.11,138.54,5164916
22-Dec-15,135.88,138.19,135.65,137.93,4263828
21-Dec-15,135.83,135.83,134.02,135.50,5617475
18-Dec-15,136.41,136.96,134.27,134.90,10026106
17-Dec-15,139.35,139.50,136.31,136.75,4089539
16-Dec-15,139.12,139.65,137.79,139.29,4345474
15-Dec-15,137.40,138.97,137.28,137.79,4238546
14-Dec-15,135.31,136.14,134.02,135.93,5116906
11-Dec-15,135.23,135.44,133.91,134.57,5333767
10-Dec-15,137.03,137.85,135.72,136.78,4222329
9-Dec-15,137.38,139.84,136.23,136.61,4614993
8-Dec-15,138.28,139.06,137.53,138.05,3905155
7-Dec-15,140.16,140.41,138.81,139.55,3279376
4-Dec-15,138.09,141.02,137.99,140.43,4571608
3-Dec-15,140.10,140.73,138.19,138.92,5909588
2-Dec-15,140.93,141.21,139.50,139.70,3713061
1-Dec-15,139.58,141.40,139.58,141.28,4187445
30-Nov-15,138.61,139.90,138.52,139.42,4386853
27-Nov-15,138.00,138.81,137.21,138.46,1415840
25-Nov-15,138.37,138.43,137.38,138.00,3238166
24-Nov-15,137.65,139.34,137.31,138.60,3358823
23-Nov-15,138.53,138.87,137.12,138.46,5137720
20-Nov-15,137.37,138.92,137.25,138.50,5153279
